"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Clinical Trials cited","Relative Citation Ratio",
"ZIDDK070013"," ","2012","Monti, Daniel A; Mitchell, Edith; Bazzan, Anthony J; Littman, Susan; Zabrecky, George; Yeo, Charles J; Pillai, Madhaven V; Newberg, Andrew B; Deshmukh, Sandeep; Levine, Mark","United States","1932-6203","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22272248'>PloS one</a>","PLoS One","7","eng","e29794","3260161","22272248","2012","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3260161'>Phase I evaluation of intravenous ascorbic acid in combination with gemcitabine and erlotinib in patients with metastatic pancreatic cancer.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22272248&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22272248'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3260161&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3260161'>Cited By, Google</a>"," ",5.33
"ZIADK025061"," ","2012","Wang, Li; Jia, Yi; Rogers, Heather; Wu, Yun-Ping; Huang, Suming; Noguchi, Constance Tom","United States","1083-351X","36","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22773876'>The Journal of biological chemistry</a>","J Biol Chem","287","eng","30157-69","3436270","22773876","2012 Aug 31","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3436270'>GATA-binding protein 4 (GATA-4) and T-cell acute leukemia 1 (TAL1) regulate myogenic differentiation and erythropoietin response via cross-talk with Sirtuin1 (Sirt1).</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22773876&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22773876'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3436270&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3436270'>Cited By, Google</a>"," ",0.72
"ZIDDK070013"," ","2012","Chen, Xinjian; Summers, Ronald M; Cho, Monique; Bagci, Ulas; Yao, Jianhua","United States","1878-4046","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22341876'>Academic radiology</a>","Acad Radiol","19","eng","562-70","3319195","22341876","2012 May","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3319195'>An automatic method for renal cortex segmentation on CT images: evaluation on kidney donors.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22341876&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22341876'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3319195&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3319195'>Cited By, Google</a>"," ",1.09
"ZIADK075014"," ","2012","Yang, Jian; Eliasson, Bjorn; Smith, Ulf; Cushman, Samuel W; Sherman, Arthur S","United States","1930-739X","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22240722'>Obesity (Silver Spring, Md.)</a>","Obesity (Silver Spring)","20","eng","932-8","3457700","22240722","2012 May","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3457700'>The size of large adipose cells is a predictor of insulin resistance in first-degree relatives of type 2 diabetic patients.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22240722&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22240722'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3457700&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3457700'>Cited By, Google</a>"," ",2.24
"ZICDK071013"," ","2012","Chen, Kong Y; Janz, Kathleen F; Zhu, Weimo; Brychta, Robert J","United States","1530-0315","1 Suppl 1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22157770'>Medicine and science in sports and exercise</a>","Med Sci Sports Exerc","44","eng","S13-23","3245644","22157770","2012 Jan","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3245644'>Redefining the roles of sensors in objective physical activity monitoring.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22157770&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22157770'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3245644&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3245644'>Cited By, Google</a>"," ",4.5
"ZIADK075093"," ","2012","Brown, Rebecca J; Rother, Kristina I","United States","1945-7197","8","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22679063'>The Journal of clinical endocrinology and metabolism</a>","J Clin Endocrinol Metab","97","eng","2597-605","3410280","22679063","2012 Aug","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3410280'>Non-nutritive sweeteners and their role in the gastrointestinal tract.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22679063&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22679063'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3410280&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3410280'>Cited By, Google</a>"," ",2.83
"ZICDK071013"," ","2012","Shibao, Cyndya; Buchowski, Maciej S; Chen, Kong Y; Yu, Chang; Biaggioni, Italo","United States","1524-4563","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22469621'>Hypertension (Dallas, Tex. : 1979)</a>","Hypertension","59","eng","985-90","3383057","22469621","2012 May","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3383057'>Chronic sympathetic attenuation and energy metabolism in autonomic failure.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22469621&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22469621'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3383057&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3383057'>Cited By, Google</a>"," ",0.14
"ZIADK075021"," ","2012","Ruiz de Azua, Inigo; Nakajima, Ken-ichiro; Rossi, Mario; Cui, Yinghong; Jou, William; Gavrilova, Oksana; Wess, Jurgen","United States","1530-6860","10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22730439'>FASEB journal : official publication of the Federation of American Societies for Experimental Biology</a>","FASEB J","26","eng","4275-86","3448777","22730439","2012 Oct","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3448777'>Spinophilin as a novel regulator of M3 muscarinic receptor-mediated insulin release in vitro and in vivo.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22730439&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22730439'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3448777&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3448777'>Cited By, Google</a>"," ",0.5
"ZIADK075052"," ","2012","Cizza, G; Brown, R J; Rother, K I","Italy","1720-8386","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22572768'>Journal of endocrinological investigation</a>","J Endocrinol Invest","35","eng","541-6","3485685","22572768","2012 May","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3485685'>Rising incidence and challenges of childhood diabetes. A mini review.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22572768&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22572768'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3485685&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3485685'>Cited By, Google</a>"," ",0.9
"ZIADK047052"," ","2012","Kamran, F; Rother, K I; Cochran, E; Safar Zadeh, E; Gorden, P; Brown, R J","Switzerland","1663-2826","5-6","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22965160'>Hormone research in paediatrics</a>","Horm Res Paediatr","78","eng","320-5","3590018","22965160","2012","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3590018'>Consequences of stopping and restarting leptin in an adolescent with lipodystrophy.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22965160&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22965160'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3590018&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3590018'>Cited By, Google</a>"," ",0.53
"ZIADK075048"," ","2012","McPherron, A C; Guo, T; Wang, Q; Portas, J","England","1463-1326","3","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22023380'>Diabetes, obesity & metabolism</a>","Diabetes Obes Metab","14","eng","279-82","3277673","22023380","2012 Mar","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3277673'>Soluble activin receptor type IIB treatment does not cause fat loss in mice with diet-induced obesity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22023380&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22023380'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3277673&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3277673'>Cited By, Google</a>"," ",0.45
"ZIADK025061"," ","2012","Alnaeeli, Mawadda; Wang, Li; Piknova, Barbora; Rogers, Heather; Li, Xiaoxia; Noguchi, Constance Tom","Egypt","2090-2751"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22567318'>Anatomy research international</a>","Anat Res Int","2012","eng","953264","3335485","22567318","2012","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3335485'>Erythropoietin in brain development and beyond.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22567318&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22567318'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3335485&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3335485'>Cited By, Google</a>"," ",1.57
"ZIADK075048"," ","2012","Guo, Tingqing; Bond, Nichole D; Jou, William; Gavrilova, Oksana; Portas, Jennifer; McPherron, Alexandra C","United States","1939-327X","10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22596054'>Diabetes</a>","Diabetes","61","eng","2414-23","3447905","22596054","2012 Oct","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3447905'>Myostatin inhibition prevents diabetes and hyperphagia in a mouse model of lipodystrophy.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22596054&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22596054'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3447905&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3447905'>Cited By, Google</a>"," ",1.77
"ZIADK060103"," ","2012","Ranuncolo, Stella M; Ghosh, Salil; Hanover, John A; Hart, Gerald W; Lewis, Brian A","United States","1083-351X","28","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22605332'>The Journal of biological chemistry</a>","J Biol Chem","287","eng","23549-61","3390630","22605332","2012 Jul 06","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3390630'>Evidence of the involvement of O-GlcNAc-modified human RNA polymerase II CTD in transcription in vitro and in vivo.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22605332&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22605332'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3390630&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3390630'>Cited By, Google</a>"," ",2.83
"ZIDDK070013"," ","2012","O'Brien, Kevin; Font-Montgomery, Esperanza; Lukose, Linda; Bryant, Joy; Piwnica-Worms, Katie; Edwards, Hailey; Riney, Lauren; Garcia, Angelica; Daryanani, Kailash; Choyke, Peter; Mohan, Parvathi; Heller, Theo; Gahl, William A; Gunay-Aygun, Meral","United States","1536-4801","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/21694639'>Journal of pediatric gastroenterology and nutrition</a>","J Pediatr Gastroenterol Nutr","54","eng","83-9","8366680","21694639","2012 Jan","<a href='https://www.ncbi.nlm.nih.gov/pubmed/8366680'>Congenital hepatic fibrosis and portal hypertension in autosomal dominant polycystic kidney disease.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=21694639&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/21694639'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=8366680&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/8366680'>Cited By, Google</a>"," ",0.51
"ZIADK069091"," ","2012","He, Jianying; Votruba, Susanne; Pomeroy, Jeremy; Bonfiglio, Susan; Krakoff, Jonathan","United States","1932-6203","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22629311'>PloS one</a>","PLoS One","7","eng","e36225","3358301","22629311","2012","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3358301'>Measurement of ad libitum food intake, physical activity, and sedentary time in response to overfeeding.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22629311&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22629311'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3358301&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3358301'>Cited By, Google</a>"," ",0.48
"ZIDDK070013"," ","2012","Lungu, Andreea O; Zadeh, Elika Safar; Goodling, Anne; Cochran, Elaine; Gorden, Phillip","United States","1945-7197","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22090274'>The Journal of clinical endocrinology and metabolism</a>","J Clin Endocrinol Metab","97","eng","563-7","3275358","22090274","2012 Feb","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3275358'>Insulin resistance is a sufficient basis for hyperandrogenism in lipodystrophic women with polycystic ovarian syndrome.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22090274&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22090274'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3275358&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3275358'>Cited By, Google</a>"," ",1.16
"ZICDK071013"," ","2012","Koster, Annemarie; Caserotti, Paolo; Patel, Kushang V; Matthews, Charles E; Berrigan, David; Van Domelen, Dane R; Brychta, Robert J; Chen, Kong Y; Harris, Tamara B","United States","1932-6203","6","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22719846'>PloS one</a>","PLoS One","7","eng","e37696","3374810","22719846","2012","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3374810'>Association of sedentary time with mortality independent of moderate to vigorous physical activity.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22719846&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22719846'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3374810&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3374810'>Cited By, Google</a>"," ",10.62
"ZIADK013022"," ","2012","Simons Jr, S Stoney; Chow, Carson C","Ireland","1872-8057","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/21664235'>Molecular and cellular endocrinology</a>","Mol Cell Endocrinol","348","eng","373-82","3184374","21664235","2012 Jan 30","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3184374'>The road less traveled: new views of steroid receptor action from the path of dose-response curves.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=21664235&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/21664235'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3184374&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3184374'>Cited By, Google</a>"," ",0.52
"ZICDK071013"," ","2012","Warolin, Joshua; Carrico, Amanda R; Whitaker, Lauren E; Wang, Li; Chen, Kong Y; Acra, Sari; Buchowski, Maciej S","United States","1530-0315","12","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22776880'>Medicine and science in sports and exercise</a>","Med Sci Sports Exerc","44","eng","2428-35","3501581","22776880","2012 Dec","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3501581'>Effect of BMI on prediction of accelerometry-based energy expenditure in youth.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22776880&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22776880'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3501581&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3501581'>Cited By, Google</a>"," ",0.31
"ZIDDK070013"," ","2012","Leiding, Jennifer W; Freeman, Alexandra F; Marciano, Beatriz E; Anderson, Victoria L; Uzel, Gulbu; Malech, Harry L; DeRavin, SukSee; Wilks, David; Venkatesan, Aradhana M; Zerbe, Christa S; Heller, Theo; Holland, Steven M","United States","1537-6591","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/22157170'>Clinical infectious diseases : an official publication of the Infectious Diseases Society of America</a>","Clin Infect Dis","54","eng","694-700","3275758","22157170","2012 Mar 1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/3275758'>Corticosteroid therapy for liver abscess in chronic granulomatous disease.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=22157170&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/22157170'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=3275758&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/3275758'>Cited By, Google</a>"," ",1.52
